

('Nike Men Blue T20 Indian Cricket Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/1.jpg', 10, 'nike-men-blue-t20-indian-cricket-jersey'),
('Puma Mens Colour Splash T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/123.jpg', 10, 'puma-mens-colour-splash-t-shirt'),
('Domyos Mens Compression Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/124.jpg', 10, 'domyos-mens-compression-black-t-shirt'),
('Kalenji Mens White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/125.jpg', 10, 'kalenji-mens-white-t-shirt'),
('Quechua Mens Brown T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/126.jpg', 10, 'quechua-mens-brown-t-shirt'),
('Puma Mens Heroes T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/127.jpg', 10, 'puma-mens-heroes-t-shirt'),
('ADIDAS Mens Crew Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/128.jpg', 10, 'adidas-mens-crew-red-t-shirt'),
('ADIDAS Mens Crew Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/129.jpg', 10, 'adidas-mens-crew-grey-t-shirt'),
('ADIDAS Mens Fitted T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/130.jpg', 10, 'adidas-mens-fitted-t-shirt'),
('ADIDAS Mens Grey Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/131.jpg', 10, 'adidas-mens-grey-polo-t-shirt'),
('ADIDAS Mens Dark Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/132.jpg', 10, 'adidas-mens-dark-blue-t-shirt'),
('ADIDAS Mens Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/133.jpg', 10, 'adidas-mens-red-t-shirt'),
('ADIDAS Mens Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/134.jpg', 10, 'adidas-mens-black-t-shirt'),
('Puma Mens African Splash T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/135.jpg', 10, 'puma-mens-african-splash-t-shirt'),
('ADIDAS Mens Full Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/136.jpg', 10, 'adidas-mens-full-black-t-shirt'),
('ADIDAS Mens Classic Dark Indigo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/137.jpg', 10, 'adidas-mens-classic-dark-indigo-t-shirt'),
('ADIDAS Mens Classic White Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/138.jpg', 10, 'adidas-mens-classic-white-polo-t-shirt'),
('ADIDAS Mens Classic Green Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/139.jpg', 10, 'adidas-mens-classic-green-polo-t-shirt'),
('ADIDAS Men Classic Blue Striped T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/140.jpg', 10, 'adidas-men-classic-blue-striped-t-shirt'),
('ADIDAS Mens Graphic White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/141.jpg', 10, 'adidas-mens-graphic-white-t-shirt'),
('ADIDAS Mens Classic Yellow Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/142.jpg', 10, 'adidas-mens-classic-yellow-polo-t-shirt'),
('ADIDAS Mens Classic Collar Black Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/143.jpg', 10, 'adidas-mens-classic-collar-black-polo-t-shirt'),
('ADIDAS Mens Chrome Graphic T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/144.jpg', 10, 'adidas-mens-chrome-graphic-t-shirt'),
('ADIDAS Mens Fitted Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/145.jpg', 10, 'adidas-mens-fitted-red-t-shirt'),
('ADIDAS Mens Full Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/146.jpg', 10, 'adidas-mens-full-grey-t-shirt'),
('ADIDAS Mens Full Deep Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/147.jpg', 10, 'adidas-mens-full-deep-green-t-shirt'),
('ADIDAS Mens Full Navy Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/148.jpg', 10, 'adidas-mens-full-navy-blue-t-shirt'),
('ADIDAS Men Classic Navy Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/149.jpg', 10, 'adidas-men-classic-navy-blue-t-shirt'),
('ADIDAS Mens Stripped Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/150.jpg', 10, 'adidas-mens-stripped-polo-t-shirt'),
('ADIDAS Mens Black Knight T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/151.jpg', 10, 'adidas-mens-black-knight-t-shirt'),
('ADIDAS Men Collared Track Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/152.jpg', 10, 'adidas-men-collared-track-jacket'),
('ADIDAS Mens White Blood T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/153.jpg', 10, 'adidas-mens-white-blood-t-shirt'),
('ADIDAS Mens White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/154.jpg', 10, 'adidas-mens-white-t-shirt'),
('ADIDAS Mens Black Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/155.jpg', 10, 'adidas-mens-black-polo-t-shirt'),
('ADIDAS Mens Round Neck Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/156.jpg', 10, 'adidas-mens-round-neck-black-t-shirt'),
('ADIDAS Mens Light Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/157.jpg', 10, 'adidas-mens-light-yellow-t-shirt'),
('ADIDAS Mens Fitted Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/158.jpg', 10, 'adidas-mens-fitted-black-t-shirt'),
('ADIDAS Mens Stylish Black Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/159.jpg', 10, 'adidas-mens-stylish-black-polo-t-shirt'),
('ADIDAS Mens White Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/160.jpg', 10, 'adidas-mens-white-polo-t-shirt'),
('ADIDAS Mens Fire White Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/161.jpg', 10, 'adidas-mens-fire-white-polo-t-shirt'),
('ADIDAS Mens Fire Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/162.jpg', 10, 'adidas-mens-fire-grey-t-shirt'),
('ADIDAS Mens Graphic White Tee', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/163.jpg', 10, 'adidas-mens-graphic-white-tee'),
('ADIDAS Mens Graphic T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/164.jpg', 10, 'adidas-mens-graphic-t-shirt'),
('ADIDAS Mens Multi Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/165.jpg', 10, 'adidas-mens-multi-black-t-shirt'),
('ADIDAS Mens Fitted Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/166.jpg', 10, 'adidas-mens-fitted-blue-t-shirt'),
('ADIDAS Mens Navy Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/167.jpg', 10, 'adidas-mens-navy-blue-t-shirt'),
('ADIDAS Mens Crew Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/168.jpg', 10, 'adidas-mens-crew-black-t-shirt'),
('ADIDAS Mens Slim Fit White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/169.jpg', 10, 'adidas-mens-slim-fit-white-t-shirt'),
('Lee Men Essential Black Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/170.jpg', 10, 'lee-men-essential-black-shirt'),
('Lee Mens Kansas Cream T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/171.jpg', 10, 'lee-mens-kansas-cream-t-shirt'),
('Lee Mens Trademark T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/172.jpg', 10, 'lee-mens-trademark-t-shirt'),
('Lee Mens Winning with Lee T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/173.jpg', 10, 'lee-mens-winning-with-lee-t-shirt'),
('Lee Mens Stone T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Maroon', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/174.jpg', 10, 'lee-mens-stone-t-shirt'),
('Lee Mens Sahara Storm Rider T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/175.jpg', 10, 'lee-mens-sahara-storm-rider-t-shirt'),
('Lee Mens Ten Minutes to Midnight T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/176.jpg', 10, 'lee-mens-ten-minutes-to-midnight-t-shirt'),
('Lee Mens Saddle Storm T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Orange', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/177.jpg', 10, 'lee-mens-saddle-storm-t-shirt'),
('Lee Mens Solo Storm Rider T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/178.jpg', 10, 'lee-mens-solo-storm-rider-t-shirt'),
('Lee Mens Salvadore Boot T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/179.jpg', 10, 'lee-mens-salvadore-boot-t-shirt'),
('Lee Mens Catch the Legend T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/180.jpg', 10, 'lee-mens-catch-the-legend-t-shirt'),
('Lee Mens Progress Marches On T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/181.jpg', 10, 'lee-mens-progress-marches-on-t-shirt'),
('Lee Mens  T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/182.jpg', 10, 'lee-mens-t-shirt'),
('Adidas Mens Pocket Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/183.jpg', 10, 'adidas-mens-pocket-polo-t-shirt'),
('ADIDAS Mens Polo Black Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/184.jpg', 10, 'adidas-mens-polo-black-polo-t-shirt'),
('ADIDAS Mens ESS 3S Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Maroon', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/185.jpg', 10, 'adidas-mens-ess-3s-polo-t-shirt'),
('ADIDAS Mens Polo Blue Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nam', 'Áo', '11', '20', 'upload/186.jpg', 10, 'adidas-mens-polo-blue-polo-t-shirt'),
('Lee Men checks Blue Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/187.jpg', 10, 'lee-men-checks-blue-shirt'),
('Lee Men Checks Green Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/188.jpg', 10, 'lee-men-checks-green-shirt'),
('Lee Men Light Blue Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/189.jpg', 10, 'lee-men-light-blue-shirt'),
('Lee Men Olive Green Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/190.jpg', 10, 'lee-men-olive-green-shirt'),
('Lee Men Reversible Blue Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/191.jpg', 10, 'lee-men-reversible-blue-shirt'),
('Lee Men Derrick Checks Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/192.jpg', 10, 'lee-men-derrick-checks-shirt'),
('Lee Men Checks Dark Blue Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/193.jpg', 10, 'lee-men-checks-dark-blue-shirt'),
('Lee Men Checks Brown Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/194.jpg', 10, 'lee-men-checks-brown-shirt'),
('Lee Men Check Mason Blue Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/195.jpg', 10, 'lee-men-check-mason-blue-shirt'),
('Lee Men Checks Parker Blue Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/196.jpg', 10, 'lee-men-checks-parker-blue-shirt'),
('Lee Men Checks White Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/197.jpg', 10, 'lee-men-checks-white-shirt'),
('Lee Men Checks Red Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/198.jpg', 10, 'lee-men-checks-red-shirt'),
('Basics MenNavy Slim Fit Checked Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/199.jpg', 10, 'basics-mennavy-slim-fit-checked-shirt'),
('Basics Men Red Slim FitChecked Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/200.jpg', 10, 'basics-men-red-slim-fitchecked-shirt'),
('Basics Men Red & White Slim Fit Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/201.jpg', 10, 'basics-men-red-white-slim-fit-shirt'),
('Basics Men Green Slim Fit Checked Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/202.jpg', 10, 'basics-men-green-slim-fit-checked-shirt'),
('Basics Men Green & White Slim Fit Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/203.jpg', 10, 'basics-men-green-white-slim-fit-shirt'),
('Basics Men Blue Slim Fit Checked Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/204.jpg', 10, 'basics-men-blue-slim-fit-checked-shirt'),
('Basics Men Brown Slim Fit Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/205.jpg', 10, 'basics-men-brown-slim-fit-shirt'),
('Basics Men Black Slim Fit Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/206.jpg', 10, 'basics-men-black-slim-fit-shirt'),
('Basics Men Purple Slim Fit Checked Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/207.jpg', 10, 'basics-men-purple-slim-fit-checked-shirt'),
('Basics Men Red & Blue Slim Fit Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/208.jpg', 10, 'basics-men-red-blue-slim-fit-shirt'),
('Basics Men Blue & White Slim Fit Checked Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/209.jpg', 10, 'basics-men-blue-white-slim-fit-checked-shirt'),
('Basics Men White & Green Slim Fit Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/210.jpg', 10, 'basics-men-white-green-slim-fit-shirt'),
('Basics Men Green & Cream Slim Fit Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/211.jpg', 10, 'basics-men-green-cream-slim-fit-shirt'),
('Basics Men White Roadies T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/212.jpg', 10, 'basics-men-white-roadies-t-shirt'),
('Basics Men White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/213.jpg', 10, 'basics-men-white-t-shirt'),
('Basics Men Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/214.jpg', 10, 'basics-men-green-t-shirt'),
('Basics Men Grey Tshirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/215.jpg', 10, 'basics-men-grey-tshirt'),
('Basics Men Blue Striped Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/216.jpg', 10, 'basics-men-blue-striped-polo-t-shirt'),
('Basics Men Pink Striped Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/217.jpg', 10, 'basics-men-pink-striped-polo-t-shirt'),
('Basics Men Green Striped Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/218.jpg', 10, 'basics-men-green-striped-polo-t-shirt'),
('Basics Men Purple Striped T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/219.jpg', 10, 'basics-men-purple-striped-t-shirt'),
('Basics Men Orange Striped Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Orange', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/220.jpg', 10, 'basics-men-orange-striped-polo-t-shirt'),
('Basics Men Green & White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/221.jpg', 10, 'basics-men-green-white-t-shirt'),
('Basics Men Orange & White Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/222.jpg', 10, 'basics-men-orange-white-polo-t-shirt'),
('Basics Men Yellow Striped Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/223.jpg', 10, 'basics-men-yellow-striped-polo-t-shirt'),
('Basics Men Red & Blue Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/224.jpg', 10, 'basics-men-red-blue-polo-t-shirt'),
('Basics Men Green & Blue Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/225.jpg', 10, 'basics-men-green-blue-polo-t-shirt'),
('Basics Men Blue & Yellow Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/226.jpg', 10, 'basics-men-blue-yellow-polo-t-shirt'),
('Basics Men Red & Grey Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/227.jpg', 10, 'basics-men-red-grey-polo-t-shirt'),
('Basics Men Green & Black Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/228.jpg', 10, 'basics-men-green-black-polo-t-shirt'),
('Basics Men Navy Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/229.jpg', 10, 'basics-men-navy-polo-t-shirt'),
('Basics Men Yellow Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/230.jpg', 10, 'basics-men-yellow-polo-t-shirt'),
('Basics Men Red Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/231.jpg', 10, 'basics-men-red-polo-t-shirt'),
('Basics Men Green Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/232.jpg', 10, 'basics-men-green-polo-t-shirt'),
('Basics Men Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/233.jpg', 10, 'basics-men-red-t-shirt'),
('Basics Men Turquoise T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/234.jpg', 10, 'basics-men-turquoise-t-shirt'),
('Probase Men Blue Slim Fit Solid Casual Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/235.jpg', 10, 'probase-men-blue-slim-fit-solid-casual-shirt'),
('Probase Men Stripe Red Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/236.jpg', 10, 'probase-men-stripe-red-shirt'),
('Probase Men Stripe Purple Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/237.jpg', 10, 'probase-men-stripe-purple-shirt'),
('Probase Men Check Blue Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/238.jpg', 10, 'probase-men-check-blue-shirt'),
('Probase Men Check Orange Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/239.jpg', 10, 'probase-men-check-orange-shirt'),
('Probase Men Blue & White Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/240.jpg', 10, 'probase-men-blue-white-shirt'),
('Probase Men Check Brown Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/241.jpg', 10, 'probase-men-check-brown-shirt'),
('Probase Men Red & Blue Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/242.jpg', 10, 'probase-men-red-blue-shirt'),
('Probase Mens  Shirts', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/243.jpg', 10, 'probase-mens-shirts'),
('Probase Men Brown & White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/244.jpg', 10, 'probase-men-brown-white-t-shirt'),
('Probase Men Stripe Navy Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nam', 'Áo', '11', '20', 'upload/245.jpg', 10, 'probase-men-stripe-navy-blue-t-shirt'),
('Probase Men Blue & Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Spring', 'Nam', 'Áo', '11', '20', 'upload/246.jpg', 10, 'probase-men-blue-green-t-shirt'),
